"region_id","value"
1,1
2,0.01457991616548
3,0.018247869686804
4,0.001858563330544
5,0
6,0
7,0
8,0
9,0
10,0.047619047618941
11,0.230203113273433
12,0.713252384652658
13,0.070080300344053
14,0.000243967893825
15,0
16,0.432943151399523
17,0
18,0.146070698218313
19,0.502639545648662
20,0
21,0
22,0.23057046312864
23,0.069815805109831
24,1
25,0
26,0.054192433007505
27,0.338664304253439
28,0.016957791762271
29,0.511936339522544
30,0
31,0
32,0.024042589730412
33,0
34,0.187542184938833
35,0
36,0.052160696396925
37,0
38,0
39,0.089285714285505
40,0
41,0
42,0
43,0
44,0.001221448638084
45,0.036067163726629
46,0.54958535747633
47,1
48,0
49,0.816582914573795
50,0
51,0.10322580645134
52,0.560704886144318
53,1
54,0.06193078324223
55,1
56,0.525581485891494
57,0
58,0.303562644928864
59,0
60,0
61,0
62,0.02386065378186
63,0.092227451977924
64,0.008797653958938
65,0.039491004826762
66,0.000894734487541
67,0
68,0.003009996356323
69,0
70,0.02569423856114
71,0
72,0
73,1
74,0.024110910186862
75,0.637484062899095
76,0
77,0.389640420857865
78,0.005282620179599
79,0
80,0.010915814564824
81,0.298357908558139
82,0.054415236266232
83,0
84,0.055815628375933
85,0.145145145145284
86,0
87,0.24574669187136
88,0.004074979625099
89,0
90,0
91,0
92,0.030066145520093
93,0
94,0.035565366691317
95,0.361798497568935
96,0.291803878521764
97,0.788321167884095
98,0.325771896659966
99,0.133134624938252
100,0.208448625714202
101,0.992030916506172
102,0.799875505758939
103,1
104,0.171741709508342
105,0.680959252387293
106,0.014586212191022
107,0.016648534599254
108,0
109,0
110,1
111,0.174405174404902
112,0
113,0.00602228244505
114,1
115,0.160330330765928
116,0.953659651023918
117,0.724107665301386
118,0.603825136612384
119,0
120,1
121,0.465250686316428
122,0.912728623994524
123,0.066827697262583
124,0.058940661091218
125,0.245785013662115
126,1
127,1
128,1
129,0.035795355334367
130,0.207949234660754
131,0.670020734235337
132,0.010262588403247
133,0.016108578674985
134,0.137197256054106
135,0.707756406802242
136,0
137,0
138,0.066263931816106
139,0.096618357487955
140,0.071482317532054
141,0.005621135469353
142,0.260878067859261
143,0
144,1
145,0.626085069445943
146,0.05350081414284
147,0.024316109422493
148,0.04198740377882
149,0.49922799794135
150,0.367346938775059
151,0.015064871179966
152,1
153,0.128422318159288
154,0.069902912621313
155,0.024726704841233
156,0.039213515283991
157,0.318396365220268
158,0
159,0.048600218641514
160,0.701193921398987
161,0.42170591979631
162,0.000337370534059
163,0.683329289007343
164,0
165,0.19599652423359
166,0.109074414189635
167,0
168,0.421722278395086
169,0.879590994984597
170,0.340945596758841
171,0
172,0
